Name,Id,Description,Level,Power,BaseIntensity,Variance,BaseMana,BaseRangeConstant,BaseRangeMod,Boost,BoostVariance,MaxBoost,Category,ComponentLoss,CritFrequency,CritMultiplier,DamageRatio,DamageType,Destination,DotDuration,Duration,ElementalModifier,GetDamagePerTick,GetNumTicks,IconID,IsBeneficial,IsFellowshipSpell,IsHarmful,IsImpenBaneType,IsNegativeRedirectable,IsOtherNegativeRedirectable,IsPortalSpell,IsProjectile,IsResistable,IsSelfTargeted,IsTracking,LossPercent,MinDamage,MaxDamage,DispelSchool,Number,NumberVariance,MinPower,MaxPower,PowerVariance,MetaSpellType,NonComponentTargetType,NotFound,NumProjectiles,NumProjectilesVariance,PortalLifetime,Position,PowerMod,Proportion,RecoveryAmount,RecoveryInterval,School,SlayerCreatureType,SlayerDamageBonus,Source,SourceLoss,SpellEconomyMod,SpreadAngle,StatModKey,StatModType,StatModVal,TargetEffect,FizzleEffect,CasterEffect,TransferCap,TransferFlags,UpdatesMaxVitals,UpdatesRunRate,VitalDamageType,Wcid,WeenieClassId
Legendary Monster Attunement,6065,Increases the target's Assess Creature skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraAssessCreatureSkillRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668353,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,27,"Skill, SingleStat, Additive",35,SkillUpPurple,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Person Attunement,6066,Increases the target's Assess Person skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraAssessPersonSkillRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668355,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,19,"Skill, SingleStat, Additive",35,SkillUpPurple,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Recklessness Prowess,6067,Increases the target's Recklessness skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraRecklessnessRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668265,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,50,"Skill, SingleStat, Additive",35,SkillUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Salvaging Aptitude,6068,Increases the target's Salvaging skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraSalvagingRaising2,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100673210,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,40,"Skill, SingleStat, Additive",35,SkillUpBlue,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Shield Aptitude,6069,Increases the target's Shield skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraShieldRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100692229,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,48,"Skill, SingleStat, Additive",35,SkillUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Sneak Attack Prowess,6070,Increases the target's Sneak Attack skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraSneakAttackRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100692230,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,51,"Skill, SingleStat, Additive",35,SkillUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Sprint,6071,Increases the target's Run skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraRunSkillRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668295,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,24,"Skill, SingleStat, Additive",35,SkillUpGreen,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],TRUE,Undef,0,780
Legendary Heavy Weapon Aptitude,6072,Increases the target's Heavy Weapons skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraSwordSkillRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100692226,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,44,"Skill, SingleStat, Additive",35,SkillUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Two Handed Combat Aptitude,6073,Increases the target's Two Handed Combat skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,ExtraTwoHandedSkillRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100690646,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,41,"Skill, SingleStat, Additive",35,SkillUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Void Magic Aptitude,6074,Increases the target's Void Magic skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,VoidMysticRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100691575,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,43,"Skill, SingleStat, Additive",35,SkillUpBlue,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary War Magic Aptitude,6075,Increases the target's War Magic skill by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,WarMysticRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668272,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,34,"Skill, SingleStat, Additive",35,SkillUpBlue,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Storm Ward,6079,Reduces damage the target takes from Lightning by 25%. Additional spells can be layered over this.,1,25,0,0,10,0,1,0,0,0,ElectricWardProtection,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668346,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,LifeMagic,Invalid,0,Undef,0,1,0,70,"Float, SingleStat, Multiplicative",0.75,ShieldUpPurple,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Acid Ward,6080,Reduces damage the target takes from Acid by 25%. Additional spells can be layered over this.,1,25,0,0,10,0,1,0,0,0,AcidWardProtection,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668344,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,LifeMagic,Invalid,0,Undef,0,1,0,69,"Float, SingleStat, Multiplicative",0.75,ShieldUpGreen,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Bludgeoning Ward,6081,Reduces damage the target takes from Bludgeoning by 25%. Additional spells can be layered over this.,1,25,0,0,10,0,1,0,0,0,BludgeonWardProtection,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668345,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,LifeMagic,Invalid,0,Undef,0,1,0,66,"Float, SingleStat, Multiplicative",0.75,ShieldUpGrey,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Flame Ward,6082,Reduces damage the target takes from Fire by 25%. Additional spells can be layered over this.,1,25,0,0,10,0,1,0,0,0,FireWardProtection,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668291,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,LifeMagic,Invalid,0,Undef,0,1,0,67,"Float, SingleStat, Multiplicative",0.75,ShieldUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Frost Ward,6083,Reduces damage the target takes from Cold by 25%. Additional spells can be layered over this.,1,25,0,0,10,0,1,0,0,0,ColdWardProtection,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668292,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,LifeMagic,Invalid,0,Undef,0,1,0,68,"Float, SingleStat, Multiplicative",0.75,ShieldUpBlue,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Piercing Ward,6084,Reduces damage the target takes from Piercing by 25%. Additional spells can be layered over this.,1,25,0,0,10,0,1,0,0,0,PierceWardProtection,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668347,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,LifeMagic,Invalid,0,Undef,0,1,0,65,"Float, SingleStat, Multiplicative",0.75,ShieldUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Slashing Ward,6085,Reduces damage the target takes from Slashing by 25%. Additional spells can be layered over this.,1,25,0,0,10,0,1,0,0,0,SlashWardProtection,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668348,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,LifeMagic,Invalid,0,Undef,0,1,0,64,"Float, SingleStat, Multiplicative",0.75,ShieldUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Epic Hermetic Link,6086,Increases a magic casting implement's mana conversion bonus by 25%.,1,25,0,0,10,25,0,0,0,0,ExtraManaConversionBonus,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100673984,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,WeaponOrCaster,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,171,"Float, SingleStat, Multiplicative, Beneficial",1.25,EnchantUpPurple,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Legendary Hermetic Link,6087,Increases a magic casting implement's mana conversion bonus by 30%.,1,30,0,0,10,25,0,0,0,0,ExtraManaConversionBonus,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100673984,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,WeaponOrCaster,FALSE,0,0,0,00000001 [0 0 0],30,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,171,"Float, SingleStat, Multiplicative, Beneficial",1.3,EnchantUpPurple,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Legendary Acid Bane,6088,Increases a shield or piece of armor's resistance to Acid damage by 25%. Additional spells can be layered over this.,1,4,0,0,10,25,0,0,0,0,ExtraAcidResistanceRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100670583,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,18,"Float, SingleStat, Additive",0.25,EnchantUpGreen,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Blood Thirst,6089,Increases a weapon's damage value by 10 points. Additional spells can be layered over this.,1,10,0,0,10,35,0,0,0,0,MaxDamageRaising,0,0,1,1,Undef,Undef,0,780,1,0,0,100669652,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,360,"Int, SingleStat, Additive, Beneficial",10,EnchantUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Bludgeoning Bane,6090,Increases a shield or piece of armor's resistance to Bludgeoning damage by 25%. Additional spells can be layered over this.,1,4,0,0,10,25,0,0,0,0,ExtraBludgeonResistanceRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100670585,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,15,"Float, SingleStat, Additive",0.25,EnchantUpPurple,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Defender,6091,Increases the Melee Defense skill modifier of a weapon or magic caster by 9%. Additional spells can be layered over this.,1,9,0,0,10,35,0,0,0,0,ExtraDefenseModRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668272,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,WeaponOrCaster,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,169,"Float, SingleStat, Additive",0.09,EnchantUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Flame Bane,6092,Increases a shield or piece of armor's resistance to Fire damage by 25%. Additional spells can be layered over this.,1,4,0,0,10,25,0,0,0,0,ExtraFireResistanceRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100670584,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,17,"Float, SingleStat, Additive",0.25,EnchantUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Frost Bane,6093,Increases a shield or piece of armor's resistance to Cold damage by 25%. Additional spells can be layered over this.,1,4,0,0,10,25,0,0,0,0,ExtraColdResistanceRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100670582,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,16,"Float, SingleStat, Additive",0.25,EnchantUpBlue,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Heart Thirst,6094,Increases a weapon's Attack Skill modifier by 9%. Additional spells can be layered over this.,1,9,0,0,10,35,0,0,0,0,ExtraAttackModRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668272,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,168,"Float, SingleStat, Additive, Beneficial",0.09,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Impenetrability,6095,Improves a shield or piece of armor's Armor value by 80 points. Additional spells can be layered over this.,1,4,0,0,10,25,0,0,0,0,ExtraArmorValueRaising,0,0,1,1,Undef,Undef,0,780,1,0,0,100668271,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,28,"Int, SingleStat, Additive",80,EnchantUpWhite,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Piercing Bane,6096,Increases a shield or piece of armor's resistance to Piercing damage by 25%. Additional spells can be layered over this.,1,4,0,0,10,25,0,0,0,0,ExtraPierceResistanceRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668271,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",0.25,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Slashing Bane,6097,Increases a shield or piece of armor's resistance to Slashing damage by 25%. Additional spells can be layered over this.,1,4,0,0,10,25,0,0,0,0,ExtraSlashResistanceRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100670586,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,13,"Float, SingleStat, Additive",0.25,EnchantUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Spirit Thirst,6098,Increases the elemental damage bonus of an elemental magic caster by 7%. Additional spells can be layered over this.,1,7,0,0,10,35,0,0,0,0,MaxDamageRaising,0,0,1,1,Undef,Undef,0,780,1,0,0,100669652,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Caster,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,170,"Float, SingleStat, Additive, Beneficial",0.07,EnchantUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Storm Bane,6099,Increases a shield or piece of armor's resistance to Electric damage by 25%. Additional spells can be layered over this.,1,4,0,0,10,25,0,0,0,0,ExtraElectricResistanceRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100670586,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,19,"Float, SingleStat, Additive",0.25,EnchantUpPurple,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Swift Hunter,6100,Improves a weapon's speed by 40 points. Additional spells can be layered over this.,1,40,0,0,10,25,0,0,0,0,ExtraWeaponTimeRaising,0,0,1,1,Undef,Undef,0,780,1,0,0,100668272,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],40,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,361,"Int, SingleStat, Additive, Beneficial",-40,EnchantUpGreen,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Willpower,6101,Increases the target's Self by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,SelfIncrease,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668296,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,6,"Attribute, SingleStat, Additive",35,AttribUpBlue,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Armor,6102,Increases the target's natural armor by 80 points. Additional spells can be layered over this.,2,80,0,0,10,0,1,0,0,0,ArmorIncrease,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668293,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],80,1,0,0,LifeMagic,Invalid,0,Undef,0,1,0,0,"BodyArmorValue, MultipleStat, Additive",80,ShieldUpGrey,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Coordination,6103,Increases the target's Coordination by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,CoordinationIncrease,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668268,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,4,"Attribute, SingleStat, Additive",35,AttribUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Endurance,6104,Increases the target's Endurance by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,EnduranceIncrease,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668273,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,2,"Attribute, SingleStat, Additive",35,AttribUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Legendary Focus,6105,Increases the target's Focus by 35 points. Additional spells can be layered over this.,1,35,0,0,10,0,1,0,0,0,FocusIncrease,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668277,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],35,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,5,"Attribute, SingleStat, Additive",35,AttribUpPurple,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
